institution,ukprn,uoa_id,uoa_name,case_id,case_title,panel,gpa_score,binary_impact_label,Flesch Reading Ease,Dale-Chall Readability Score,SMOG Index,Automated Readability Index,Sentiment (mean),Sentiment (10th),Sentiment (50th),Sentiment (75th),Sentiment (90th),Number of organizations mentioned,Number of named individuals,Number of countries or regions mentioned,Any monetary values mentioned (list them with currency),Total monetary value,Word count,Paragraph count
"Queen Margaret University, Edinburgh",10005337,34.0,"Communication, Cultural and Media Studies, Library and Information Management",eb97036f-d2c9-426f-b47e-a5d7a5540c02,‘The Best It Can Be’: Redefining and enhancing quality in participatory arts,D,3.5,High,30.562076502732282,12.71931678303987,15.258696813268735,17.96715855280329,0.2988,0.0,0.2023,0.711,0.8543,14,4,5,###; ###  4,4.0,1319,18
"University of Salford, The",10007156,27.0,English Language and Literature,dc566dca-0212-4073-8eca-53a4aaf7385c,‘There are other stories to be told’ – Countering dominant narratives of Northern Irish culture,D,2.75,Low,28.97203330083255,12.262274124353109,17.01759310029763,18.802351307529207,0.2918,-0.0411,0.2023,0.6647,0.8458,22,16,22,,0.0,1795,14
Bangor University / Prifysgol Bangor,10007857,21.0,Sociology,11ed772d-1c8e-444f-8d78-ef3c8a3f8374,‘Veillance’: Digital Power & Accountability in an Era of Mutual Watching,C,3.5,High,13.13997828110459,13.321513465715173,19.009376360086662,20.567061655249027,0.2095,-0.4157,0.1779,0.5994,0.743,45,5,20,"###; ###  4; #####  Public; #####; #####; 25,000 daily\; 309,252 daily\",334256.0,1473,13
The University of Manchester,10007798,32.0,"Art and Design: History, Practice and Theory",76865506-3810-4118-bdff-d032adedee42,"“I am Tibetan, this is my story”: Developing New Museological Approaches to the Representation of Tibet Through Collections and Displays",D,4.0,High,21.252550681383042,13.192792059916657,18.13246836539356,18.70296735350211,0.1449,-0.0464,0.0,0.3291,0.6345,41,5,16,###  *b. Shaping,0.0,2057,19
The University of Bath,10007850,8.0,Chemistry,9457bbdf-5f50-4ab6-940c-ad995983f142,“Test and Treat” diagnostics for infectious diseases,B,3.5,High,31.41556689621251,12.731080051374542,16.462420242318135,17.282011394465542,0.2391,0.0,0.0,0.4924,0.6849,27,6,5,,0.0,970,18
University of Gloucestershire,10007145,14.0,Geography and Environmental Studies,e684b230-f53d-4bfd-be15-319ba3dfd9b3,“The state and the vulnerable: using social research to facilitate more effective policy intervention and support for ‘at risk’ groups”,C,2.75,Low,18.651748177601092,13.037795082836316,19.320814208199206,22.691607843137255,0.135,-0.1358,0.0,0.2957,0.6248,24,8,5,###; ###  4,4.0,1020,7
Goldsmiths' College,10002718,27.0,English Language and Literature,dcd83434-243a-4fba-946d-ea6ae7c78a08,“The Story Shall be Changed”: supporting the rehabilitation of women in prison,D,3.333,High,31.730525385974374,11.66493290575313,16.33089144033273,18.907032466736162,0.2173,-0.5885,0.2957,0.6238,0.7563,12,7,3,###; ###  4,4.0,1388,11
University of Sunderland,10007159,32.0,"Art and Design: History, Practice and Theory",acee75c2-a004-41d8-b1ab-6539d2fdba59,"“The success of ‘Writing: Making Your Mark’ was due in large part to Professor Ewan Clayton""",D,2.75,Low,28.814677103384867,11.730766555371957,17.07270342937738,18.412662613981766,0.2601,0.0,0.1012,0.5336,0.7339,14,8,5,"over £270,000; 273,992; approximately £282,000",825992.0,1260,17
University of East London,10007144,18.0,Law,0b44de58-6b72-46db-b8f7-a7deedb64dde,"“Very fine people on both sides”; Combating racism, hate crime and the far- right in schools and communities",C,2.5,Low,20.207264150943416,13.08041215210005,18.827955580956342,21.532577710118247,-0.1708,-0.802,0.0,0.0,0.4019,25,6,6,###; ###  4,4.0,974,32
University of Southampton,10007158,8.0,Chemistry,82f400e7-a782-4e32-b9c7-65acd98b0d26,08-02 Novel oligonucleotide technologies improving targeted cancer therapies and disease diagnostics,B,3.5,High,32.592528842536524,13.262163754545835,17.097580529315717,18.628213444030067,0.0535,-0.5423,0.0,0.34,0.5514,66,16,27,###; tens of millions; ###  4,4.0,2573,21
University of Ulster,10007807,34.0,"Communication, Cultural and Media Studies, Library and Information Management",cc8c5369-343d-4238-ad8c-c94d5d6c4bd2,1. Empowering Marginalized Communities in Contemporary Northern Ireland,D,3.0,Low,19.96081293706297,12.052934003496505,18.953589619914105,22.33875016251354,0.2412,0.0,0.128,0.5306,0.7703,13,8,7,###; ###  4,4.0,1775,35
University of Ulster,10007807,34.0,"Communication, Cultural and Media Studies, Library and Information Management",e719ce9c-79c9-4630-9b0f-7c83f0eb5fd5,"2. Emerging Media, Learning and Organisational Practice - driving change in tourism and education in Northern Ireland",D,3.0,Low,9.951999437218632,13.211204938183377,20.736966565827903,24.43253619331488,0.2544,0.0,0.0,0.5345,0.8267,26,9,7,###; ###  4,4.0,2013,31
University of Dundee,10007852,32.0,"Art and Design: History, Practice and Theory",51533bcb-1259-4e2d-8b20-7fc97ca3aea4,3D Sub Sea Visualisation,D,3.625,High,32.71158447113834,12.222453781491707,16.448374293005145,16.770441499469413,0.0829,-0.457,0.0,0.3986,0.7253,23,6,15,###; ###  4,4.0,1039,21
University of Southampton,10007158,9.0,Physics,bc492faf-c647-49d6-8823-856357ec91c3,5D Memory,B,3.5,High,28.820603832288583,12.616607258157103,17.61057481362923,19.020550148688834,0.2067,0.0,0.0258,0.4619,0.7878,37,17,9,###; ###  4,4.0,1644,24
University of Bristol,10007786,31.0,Theology and Religious Studies,66a299d1-025f-4949-a466-6e30478023ac,A Beacon of Learning: Unlocking the Monastic Heritage of the Past for Today,D,2.75,Low,28.333815900403096,12.153852217949163,17.006764202008338,19.14386173295909,0.1705,-0.2822,0.09,0.5123,0.7151,20,8,8,###; 4\; ###  4; ###  ; ###  Opening Downside Abbey; ###  Providing; ###  Equipping; ###  Downside,8.0,2164,24
University of Bedfordshire,10007152,27.0,English Language and Literature,b257ceca-c133-4bb7-9a5c-394f1223ed10,A better international higher education experience through better assessment of Academic English proficiency,D,4.0,High,23.36161621621622,13.184765921921922,17.145716189366105,19.489493392070486,0.3417,0.0,0.3182,0.6483,0.7717,26,2,6,3.75 million \,3750000.0,1362,21
University of Glasgow,10007794,1.0,Clinical Medicine,c79429f4-6681-4bfe-a99c-6ba66dc75e76,A biological control approach based on mosquito release to block dengue transmission in Malaysia,A,3.75,High,32.642744932432464,12.800887087087087,15.836483127044687,16.355766450648055,0.1177,-0.4246,0.0,0.3818,0.6497,25,8,16,approximately 32 million; approximately USD80 million,112000000.0,2006,25
University of Cambridge,10007788,1.0,Clinical Medicine,10ef4159-0909-48d1-9b3f-406c71c85e97,A blood test to detect lung cancer mutations and monitor treatment response: from concept to clinical application.,A,3.8929999999999993,High,29.23833121769883,13.25876447547375,17.122413403193683,18.572562896991343,-0.055,-0.6597,0.0,0.25,0.5039,23,5,8,###; ###  4,4.0,1079,14
The University of Leicester,10007796,19.0,Politics and International Studies,5c6ed1f9-399e-4a8e-817e-f54ddca594db,A Bridge for Spies: Overcoming the practitioner-academic gap in intelligence and security,C,3.25,High,22.31754824530057,12.49228794939604,17.825018551040746,17.8403570418552,0.3578,0.0,0.4767,0.6858,0.7952,16,3,7,###; ###  4,4.0,832,12
University of Lincoln,10007151,27.0,English Language and Literature,034093db-799d-4994-a26f-ed4391bdce3a,A Climate of Fear: Gothic and our (Social) Landscape,D,2.5,Low,25.94868599195712,12.827339714030385,17.063985952170544,20.583254884547067,0.1906,-0.2841,0.0,0.5021,0.8264,25,17,2,###; ###  4; 20 per cent; 500,524.0,1126,15
The University of Liverpool,10006842,12.0,Engineering,0d54d8d3-edde-4456-ade6-4b816fa20a4d,A comprehensive simulation tool to aid the digital design of high voltage circuit breakers,B,3.7859999999999996,High,28.562813648954943,13.074293321581466,16.844018214716545,17.968677799239828,0.1776,0.0,0.0,0.3864,0.6045,16,3,7,2015\-2017 respectively\,2015.0,1459,23
The University of East Anglia,10007789,5.0,Biological Sciences,fd40a4bd-5735-43d8-9976-3dfecb18114c,A continuously enhanced human experimental model of cataract surgery,A,3.4170000000000003,High,18.48774096385543,13.604215433161217,18.649436658719743,21.738301065414134,0.2363,0.0,0.0258,0.5574,0.7235,20,3,10,tens of millions,0.0,1247,11
Queen's University of Belfast,10005343,10.0,Mathematical Sciences,dcf316cc-2925-4a1f-9658-64499c339a82,A data analytics driven smart alerting system for Structural Health Monitoring,B,3.75,High,30.29092640949557,12.388456356083086,17.238542476582836,18.41700220426157,0.1164,-0.34,0.0,0.4019,0.5283,14,4,7,£40 million,40000000.0,1361,22
Oxford Brookes University,10004930,33.0,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",54a26ffe-7a12-4e66-bb68-a1f2e35ae05e,A Democratic Art Form: Changing the Conversation About Opera,D,2.8339999999999996,Low,26.802176505664875,12.654444888358842,16.850672712058472,20.743253300926234,0.1337,-0.3818,0.0129,0.4542,0.6529,43,31,7,###; ###  4; 4\; 25/11/20 \,33.0,2342,27
University of Cambridge,10007788,33.0,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",32b3fc45-7b52-453a-9e87-174be984ef7b,A 'Familiar' Composer Transformed: Rediscovering Liszt as Opera Composer within Weimar's Cultural Heritage,D,3.8329999999999997,High,36.916067412268575,12.620519102196754,14.82775045980284,15.968282227860335,0.2564,0.0,0.153,0.5683,0.7559,28,19,15,,0.0,1780,30
University of Cambridge,10007788,30.0,Philosophy,3cde462c-74cb-44c7-b60b-73ab3139d955,A feminist approach to choice: Cosmetic surgery and marriage law,D,3.5,High,19.094743589743587,12.771864102564104,19.20931577065337,22.39971816551371,0.3629,0.0,0.4019,0.6969,0.8165,37,5,3,,0.0,1301,21
The University of Bolton,10006841,32.0,"Art and Design: History, Practice and Theory",bfc8c081-b972-485d-a9d3-6eab0cefd6ca,A Festival of Worktown: Using local archives to achieve cultural  policy objectives through community arts engagement,D,2.75,Low,30.568303863785218,12.020212470764337,15.595334395357725,18.13191311612364,0.391,0.0,0.4404,0.6249,0.8213,24,9,2,###; ###  4,4.0,1026,14
King's College London,10003645,5.0,Biological Sciences,191e0e4f-9522-4adb-afb2-7b8fdea78164,"A first in the world IgE class antibody for the treatment of solid tumours: from concept to antibody design, engineering, efficacy, translation to a Phase I trial and creation of a spinout company",A,3.0,Low,31.314564777327973,13.21255290148448,15.665668625215467,16.05314016172506,0.0729,-0.6464,0.0,0.2732,0.5251,18,3,5,###,0.0,742,8
University of Durham,10007143,9.0,Physics,b2be1a2b-eaf7-410d-b37f-3ae7cc7922b7,A fully automated X-ray tool for in-line defect metrology during semiconductor manufacture (Bruker JV),B,3.3570000000000007,High,32.781351308510494,12.523924705565332,16.297848187414374,17.000639386189256,0.0483,-0.487,0.0,0.34,0.4799,15,6,7,###; millions of dollars; ###  4,4.0,1242,12
The University of Huddersfield,10007148,17.0,Business and Management Studies,a1483589-8654-4882-9c20-fd7ea428b399,A Global Capability Framework for the Public Relations Profession,C,2.929,Low,26.015521815008753,12.329627033158813,16.92669308720184,18.251765343743223,0.2289,0.0,0.2023,0.4404,0.6562,42,13,16,###; ###  4,4.0,1537,21
London Metropolitan University,10004048,32.0,"Art and Design: History, Practice and Theory",d2ae9358-f1ca-4fdb-9db2-f67e923f0fc2,A Good City Has Industry: Successfully Advocating Better Integration of Industrial Activities in Brussels,D,3.667,High,8.810800829410454,13.122986412399527,20.03912306326044,24.254765413198093,0.2591,0.0,0.0,0.5606,0.789,22,11,8,###; ###  4,4.0,1493,9
University of Cambridge,10007788,27.0,English Language and Literature,cbb82082-5a2c-40be-a26d-059a483573d2,A Good Death? Enriching Perspectives on Dying Well in End of Life and Bereavement Settings,D,3.5,High,27.550153846153876,12.719131452991453,16.815867251619352,17.475115702479336,0.2771,-0.3632,0.2616,0.7096,0.8396,16,4,4,123 registrations \,123.0,1210,15
The University of West London,10006566,12.0,Engineering,9647567e-7bc1-4211-9a4c-91828c57b344,"A holistic assessment of energy and CO2 measures within existing buildings to enhance the heating and cooling performance, and to achieve near zero energy targets",B,1.75,Low,13.84288073394498,13.058531617882627,18.729335959753943,20.86821864111498,0.3041,0.0,0.2732,0.6124,0.8225,15,0,6,###; ####; ####,0.0,984,23
University of South Wales / Prifysgol De Cymru,10007793,20.0,Social Work and Social Policy,50651d08-7946-4aac-b25e-523707b728d6,A Hybrid Model of Justice System in Afghanistan: Promoting Inclusive and Restorative Justice,C,3.1659999999999995,High,21.453089020284153,13.153496320932907,17.879347455551382,21.45819820919821,0.3003,-0.3215,0.2732,0.7096,0.8838,28,5,7,,0.0,910,14
Bangor University / Prifysgol Bangor,10007857,26.0,Modern Languages and Linguistics,adc2f565-f3f3-4eed-8374-13a2f1132ec0,A Language for Living: Fostering the Use of Welsh in Daily Life,D,3.333,High,26.972723005605445,12.907947904261304,16.79311284311253,19.38151220640981,0.2129,0.0,0.0,0.4767,0.7184,22,11,4,"###; ###  4; #####  Welsh Government Language Policy and Projects 

 Research; #####  Welsh; #####  ",4.0,1206,11
Queen Mary University of London,10007775,18.0,Law,2c7280d1-899c-449b-9667-07c9f58d512a,A Legal Framework for Paperless Trade,C,3.3340000000000005,High,31.430760955206864,12.620577905183398,16.201320434315406,16.82341926458833,0.2293,0.0,0.0772,0.4357,0.7528,36,10,6,#  International; ###  1; ###  2; ###  3,6.0,1668,27
University of Central Lancashire,10007141,34.0,"Communication, Cultural and Media Studies, Library and Information Management",4847f97b-9913-4ebb-82ec-1cdd8f6ea6ea,A Life More Ordinary – Supporting and Empowering People Living with Dementia,D,3.0,Low,36.730235165379696,11.490320687946483,15.965858668556255,17.550638725641818,0.3324,0.0,0.3612,0.6808,0.7914,20,15,7,,0.0,1590,21
University of Southampton,10007158,1.0,Clinical Medicine,c37837a7-b8e3-4709-a4e3-5b6413e11532,A lifecourse approach to reducing the burden of osteoporotic fractures,A,3.6,High,18.368976368081263,13.7110923650724,18.263962192464973,20.303969885071602,0.2211,0.0,0.296,0.4404,0.6369,42,1,7,###; ###  4; £800 million,800000004.0,1535,17
"City, University of London",10001478,11.0,Computer Science and Informatics,99bcdcd0-0a31-470a-aa23-9b5853b7dc45,A Machine Learning system to predict and help mitigate problem gambling,B,3.5,High,17.333147472021608,13.637859361854115,19.357490347037317,19.817442449717156,0.3223,-0.0616,0.3182,0.6369,0.8251,25,13,3,###; ###  4; €2.2 million,2200004.0,1184,25
Manchester Metropolitan University,10004180,32.0,"Art and Design: History, Practice and Theory",defb2569-8a65-45e6-8852-b3ef6b857db1,A Methodology for Complex Sustainable Futures: Applying disruptive technologies to urban transformation,D,3.556,High,11.492807017543896,13.629371313923105,19.827389590947867,23.02357007761038,0.2569,0.0,0.25,0.4588,0.6922,45,7,12,4\; 4\,8.0,1883,10
University of Exeter,10007792,27.0,English Language and Literature,83bbd8a0-1ea8-48b1-8668-78b5115afe46,"A Million Pictures: Enhancing the Curation, Dissemination and Re-use of Neglected Magic Lantern Media Heritage",D,3.4159999999999995,High,20.293827980750365,12.43655427617364,18.511140095513987,19.995965570301983,0.2825,0.0,0.2716,0.518,0.7769,36,16,13,,0.0,1733,25
University of Newcastle upon Tyne,10007799,4.0,"Psychology, Psychiatry and Neuroscience",adcff1c6-5631-426f-88d9-c53239752e4c,A motor learning approach to speech therapy for children with cerebral palsy underpinned UK guidance and international teaching practice,A,3.0,Low,25.318970398970407,12.756538324038324,17.310251518067155,19.178849217638692,0.2888,-0.0565,0.0,0.7049,0.8257,14,5,5,###; ###  4,4.0,950,22
The University of Sheffield,10007157,17.0,Business and Management Studies,e5fe80d2-1622-4109-8816-cd4ea9c8996e,A national action plan for tackling the undeclared economy in Greece,C,3.611,High,28.760645003962708,13.262288298888416,16.89730520913496,17.203917009301023,0.2442,-0.1151,0.2378,0.5259,0.6608,15,3,4,"10,500; 3,000; 4.2; 364.8; 500; 1,000; 23; €22.4 trillion",15414.4,1066,30
Manchester Metropolitan University,10004180,32.0,"Art and Design: History, Practice and Theory",78814c74-a20a-4998-adbe-27cdeb2d4b0a,A Neighbourhood model for Age-Friendly Policy and Practice: Engaged design and research for urban ageing,D,3.556,High,17.106029902464087,13.69506379192334,18.81749814162045,22.833214163822525,0.3177,0.0,0.34,0.6369,0.8074,35,6,19,,0.0,1465,12
Queen's University of Belfast,10005343,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",c289709d-00ad-4063-8b47-a82361a5085d,A new approach to weaning critically ill patients from mechanical ventilation across the UK,A,3.444,High,26.69520833333337,12.706135416666667,17.17091723460322,19.243411458333334,0.2595,-0.1758,0.2378,0.5294,0.7526,9,2,3,,0.0,640,10
Cardiff University / Prifysgol Caerdydd,10007814,11.0,Computer Science and Informatics,ce98917b-b941-4243-b358-fb18b25e43e5,"A new blockchain method to improve logistics in national UK defence, and global industries",B,3.625,High,27.382423728813592,13.239533772755808,16.557607003348622,18.541607169641516,0.3266,0.0,0.296,0.6249,0.8508,39,9,2,"over £9.1; over £9.11 million; US$2 million; US$9.5 million; US$1.5 million; 100,000; 200,000; £1.5 million; over £7.8 million",31710009.1,1356,25
University of Aberdeen,10007783,4.0,"Psychology, Psychiatry and Neuroscience",7b9846d5-68b5-45ff-a961-f46a7040c047,A new blueprint for behaviour change interventions to improve public health and safety,A,3.333,High,29.523129718599904,12.330189926027606,17.295024675604257,20.246242571021035,0.3349,0.0,0.4215,0.6841,0.8588,27,2,8,###; ###  4,4.0,1432,16
University of Strathclyde,10007805,8.0,Chemistry,114454de-86b5-44ff-be3c-1dc14ef27c4c,A new class of anti-infective drugs from DNA Minor Groove Binders,B,3.5,High,27.43607679927578,13.027857043705678,16.883193837404757,17.469292345504762,0.2694,-0.2732,0.25,0.5784,0.7964,22,5,6,"## 1; ###  Economic Impact 

####  Formation; ####  Economic Performance; ###  Health\-care; ####  Progression; 2024/5 \; ###",2025.0,1393,33
University of Strathclyde,10007805,3.0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",981f2299-3638-409a-8a9f-e80395b6da90,A new class of anti-infective drugs from DNA Minor Groove Binders,A,3.8570000000000007,High,27.525731002982155,13.021424771935123,16.883193837404757,17.468731559102388,0.2595,-0.282,0.25,0.5675,0.7888,22,5,6,###  Economic Impact; ####  Formation; ####  Economic Performance; ###  Health\-care; ####  Progression; 2024/5 \; ####,2024.0,1389,33
"City, University of London",10001478,19.0,Politics and International Studies,45f72870-cc98-4631-876e-56688e26c7b2,"A new Equity Mapping forensic technique to prevent illicit financial flows, improve corporate regulation, and aid investigative journalism",C,2.9999999999999996,Low,0.4143037974683921,15.029662386980108,21.703370914358928,35.0267992766727,0.1953,-0.2664,0.0,0.4116,0.8162,16,4,5,,0.0,1185,11
Harper Adams University,10040812,6.0,"Agriculture, Food and Veterinary Sciences",78e8f6d9-d52a-470e-9f81-11f93d7343b8,A new evidence synthesis methodology for informing agricultural and environmental decision-making,A,2.625,Low,10.876430084745806,13.066024293785311,17.553077303434723,20.239516949152538,0.0857,0.0,0.0,0.0,0.4387,24,3,3,"400,000",400000.0,885,27
